bhk_encoded,furnishing_encoded,log_sqft,locality_count,zone_target_enc,zone_x_furnishing,rent_monthly,locality,city_zone
2,1,7.00397413672268,7,19117.6,19117.6,23000,Banaswadi,East
1,1,6.803505257608338,8,20297.224390243904,20297.224390243904,9500,J P Nagar,South
3,1,7.427144133408616,11,20297.224390243904,20297.224390243904,45000,"Jp Nagar Phase 7, J P Nagar",South
3,2,6.92951677076365,1,20297.224390243904,40594.44878048781,28000,"Balaji Gardens Layout, Gottigere",South
2,1,6.90875477931522,6,20297.224390243904,20297.224390243904,17000,Padmanabha Nagar,South
4,0,8.055475141757274,5,20297.224390243904,0.0,84000,Banashankari,South
1,1,6.111467339502679,1,26074.074074074073,26074.074074074073,7000,Jalahalli East,North
1,0,6.111467339502679,7,20297.224390243904,0.0,12000,Btm Layout,South
2,0,7.00397413672268,1,20297.224390243904,0.0,16000,"Jaya Nagar Block 7, Jayanagar",South
2,1,7.00850518208228,6,20297.224390243904,20297.224390243904,20000,"Electronics City Phase 1, Electronic City",South
2,0,6.398594934535208,12,20297.224390243904,0.0,8500,Vijayanagar,South
2,0,6.803505257608338,11,20297.224390243904,0.0,12000,"Electronic City Phase 2, Electronic City",South
2,0,7.030857476116121,12,19117.6,0.0,15000,whitefield,East
1,0,6.398594934535208,10,36703.846153846156,0.0,8000,Rajajinagar,West
1,0,5.993961427306569,12,26074.074074074073,0.0,8000,Hebbal,North
2,0,6.68586094706836,3,20297.224390243904,0.0,12000,"Btm Layout Stage 2, BTM Layout",South
2,0,7.0909098220799835,24,20297.224390243904,0.0,12000,Electronic City,South
2,1,6.90875477931522,1,20297.224390243904,20297.224390243904,18000,"M C Layout, Vijayanagar, Magadi Road",South
1,1,6.042632833682381,14,19117.6,19117.6,12000,"Murugeshpalya, Airport Road",East
1,0,5.707110264748875,1,19117.6,0.0,8000,"Udayanagar Extension, Mahadevapura",East
1,1,6.398594934535208,12,19117.6,19117.6,9000,Ramamurthy Nagar,East
2,1,6.90875477931522,1,19117.6,19117.6,15000,Horamavu kelkkeri road,East
2,0,6.90875477931522,6,19117.6,0.0,13000,Horamavu,East
4,2,7.937731775260109,1,20297.224390243904,40594.44878048781,180000,"Sarakki Nagar, J P Nagar",South
2,1,7.0909098220799835,3,20297.224390243904,20297.224390243904,15000,"Jp Nagar Phase 1, J P Nagar",South
2,1,7.0909098220799835,6,20297.224390243904,20297.224390243904,9000,Gottigere,South
3,1,7.4798641311650265,6,20297.224390243904,20297.224390243904,36000,Gottigere,South
2,1,6.7464121285733745,5,20297.224390243904,20297.224390243904,16000,Bilekahalli,South
3,1,7.0909098220799835,1,20297.224390243904,20297.224390243904,37000,No 309 6th A cross Banashankari 1st stage 2nd block Bangalore 560050,South
2,1,6.55250788703459,7,26074.074074074073,26074.074074074073,13500,Mathikere,North
1,1,6.415096959171596,5,26074.074074074073,26074.074074074073,17000,"Jalahalli, Jalahalli, Outer Ring Road",North
3,2,6.803505257608338,10,36703.846153846156,73407.69230769231,18000,Rajajinagar,West
1,0,5.993961427306569,10,36703.846153846156,0.0,6500,Rajajinagar,West
1,2,6.111467339502679,1,20297.224390243904,40594.44878048781,13000,"Lakkasandra, Wilson Garden, bannerghatta main road",South
1,0,6.398594934535208,12,26074.074074074073,0.0,11000,Hebbal,North
2,0,6.398594934535208,24,20297.224390243904,0.0,8000,Electronic City,South
2,2,6.985641817639208,24,20297.224390243904,40594.44878048781,17500,Electronic City,South
1,1,6.398594934535208,8,20297.224390243904,20297.224390243904,7500,Bommanahalli,South
2,2,7.0909098220799835,4,19117.6,38235.2,32900,Marathahalli,East
2,0,6.284134161070802,1,20297.224390243904,0.0,10000,"Moodalaplya, Vijayanagar",South
3,0,7.05617528410041,24,20297.224390243904,0.0,21000,Electronic City,South
2,0,6.55250788703459,12,20297.224390243904,0.0,14000,Vijayanagar,South
2,1,6.90875477931522,4,26074.074074074073,26074.074074074073,18000,Hebbal Kempapura,North
2,1,7.00397413672268,10,36703.846153846156,36703.846153846156,20000,Rajajinagar,West
2,1,7.0909098220799835,24,20297.224390243904,20297.224390243904,18000,Electronic City,South
2,1,6.957497370876951,24,20297.224390243904,20297.224390243904,15000,Electronic City,South
1,1,6.311734809152915,13,19117.6,19117.6,14500,Mahadevapura,East
2,1,7.00397413672268,1,19117.6,19117.6,25000,"Jagadish Nagar, Kaggadasapura",East
3,1,7.518064181233078,6,19117.6,19117.6,40000,Horamavu,East
2,1,6.90875477931522,7,19117.6,19117.6,22000,Banaswadi,East
2,2,6.68586094706836,8,20297.224390243904,40594.44878048781,15000,J P Nagar,South
1,1,6.621405651764134,5,20297.224390243904,20297.224390243904,14000,"Jp Nagar Phase 5, J P Nagar, Outer Ring Road",South
2,1,6.80903930604298,8,20297.224390243904,20297.224390243904,12000,Kanakapura Road,South
4,0,7.8826922062890254,8,20297.224390243904,0.0,63000,Kanakapura Road,South
2,1,6.803505257608338,6,20297.224390243904,20297.224390243904,8000,Gottigere,South
3,1,7.280008252884188,5,20297.224390243904,20297.224390243904,17000,Rayasandra,South
1,1,6.398594934535208,5,20297.224390243904,20297.224390243904,20000,Rayasandra,South
2,1,7.170888478512505,5,29882.352941176472,29882.352941176472,40000,Indira Nagar,Central
2,1,6.398594934535208,2,26074.074074074073,26074.074074074073,8000,"Mallasandra, Jalahalli West",North
2,0,7.1316985104669115,6,36703.846153846156,0.0,17500,Yeshwantpur,West
2,1,6.90875477931522,8,20297.224390243904,20297.224390243904,17000,Bommanahalli,South
1,1,6.68586094706836,9,20297.224390243904,20297.224390243904,20000,Koramangala,South
3,1,7.496097345175956,12,19117.6,19117.6,35000,whitefield,East
1,1,5.5254529391317835,1,20297.224390243904,20297.224390243904,7000,"Konappana Agrahara, Electronic City",South
3,1,7.280008252884188,5,20297.224390243904,20297.224390243904,22000,Bannerghatta Main Road,South
2,1,7.1316985104669115,1,26074.074074074073,26074.074074074073,15000,"Dinnur, Hebbal",North
1,1,6.398594934535208,24,20297.224390243904,20297.224390243904,6500,Electronic City,South
3,1,7.3783837129967145,3,36703.846153846156,36703.846153846156,45000,Malleshwaram,West
1,1,6.2166061010848646,1,19117.6,19117.6,6000,"Immadihalli, Whitefield",East
3,1,7.496097345175956,8,26074.074074074073,26074.074074074073,14000,Yelahanka,North
2,2,6.803505257608338,24,20297.224390243904,40594.44878048781,20000,Electronic City,South
2,1,6.884486652042782,1,20297.224390243904,20297.224390243904,15000,"Jaya Nagar Block 5, Jayanagar",South
1,1,5.860786223465865,8,20297.224390243904,20297.224390243904,8500,Bommanahalli,South
1,1,6.398594934535208,6,20297.224390243904,20297.224390243904,7500,"Electronics City Phase 1, Electronic City",South
2,0,7.00397413672268,14,19117.6,0.0,21000,"Murugeshpalya, Airport Road",East
1,1,6.398594934535208,13,19117.6,19117.6,15000,Mahadevapura,East
1,0,5.993961427306569,7,19117.6,0.0,7000,C V Raman Nagar,East
3,1,7.156176637480615,7,19117.6,19117.6,28000,Banaswadi,East
2,1,6.2166061010848646,2,19117.6,19117.6,12500,"Ombr Layout, Banaswadi",East
2,0,7.048386408721883,5,20297.224390243904,0.0,20000,"Jp Nagar Phase 5, J P Nagar, Outer Ring Road",South
2,1,7.280008252884188,2,20297.224390243904,20297.224390243904,18000,"Jp Nagar Phase 6, J P Nagar, Outer Ring Road",South
2,1,7.00397413672268,1,20297.224390243904,20297.224390243904,20000,"Yelachenahalli, Kumaraswamy Layout, Kanakapura Road",South
2,1,6.90875477931522,6,20297.224390243904,20297.224390243904,18000,Gottigere,South
1,0,6.398594934535208,2,20297.224390243904,0.0,7500,"Banashankari Stage 3, Banashankari",South
2,2,6.8885724595653635,7,26074.074074074073,52148.148148148146,20000,Mathikere,North
2,1,6.90875477931522,7,26074.074074074073,26074.074074074073,10000,Mathikere,North
3,1,7.471932078245122,5,26074.074074074073,26074.074074074073,31000,"Jalahalli, Jalahalli, Outer Ring Road",North
2,1,6.55250788703459,1,26074.074074074073,26074.074074074073,10500,"Chikkasandra-Jalahalli West, Jalahalli West",North
2,1,6.55250788703459,6,36703.846153846156,36703.846153846156,15000,Yeshwantpur,West
2,1,7.00397413672268,5,20297.224390243904,20297.224390243904,16000,Bannerghatta Main Road,South
2,0,7.0909098220799835,12,20297.224390243904,0.0,18000,Vijayanagar,South
3,2,7.438971592395862,6,20297.224390243904,40594.44878048781,31000,"Electronics City Phase 1, Electronic City",South
1,1,5.707110264748875,7,20297.224390243904,20297.224390243904,11000,Btm Layout,South
1,0,5.860786223465865,1,36703.846153846156,0.0,5000,"Chamundi Nagar, Rajajinagar",West
2,2,7.244941546337007,12,26074.074074074073,52148.148148148146,16000,Hebbal,North
2,0,6.928537818164665,24,20297.224390243904,0.0,12000,Electronic City,South
3,2,7.244941546337007,3,20297.224390243904,40594.44878048781,30000,"Btm Layout Stage 2, BTM Layout",South
2,0,6.68586094706836,12,19117.6,0.0,15000,whitefield,East
3,1,7.262628600974241,11,20297.224390243904,20297.224390243904,30000,"Electronic City Phase 2, Electronic City",South
2,1,7.00397413672268,2,20297.224390243904,20297.224390243904,20000,Jayanagar,South
3,1,7.406103381237015,11,20297.224390243904,20297.224390243904,30000,"Electronic City Phase 2, Electronic City",South
4,1,8.476579508530941,12,19117.6,19117.6,130000,whitefield,East
3,1,7.346655163176539,2,36703.846153846156,36703.846153846156,60000,"Bhel Township- Malleshwaram, Malleshwaram",West
1,0,6.398594934535208,1,19117.6,0.0,16500,"Kr Garden-Murugeshpalya, Murugeshpalya, Airport Road",East
1,1,6.1224928095143865,14,19117.6,19117.6,22000,"Murugeshpalya, Airport Road",East
1,1,6.111467339502679,14,19117.6,19117.6,11000,"Murugeshpalya, Airport Road",East
1,1,6.398594934535208,13,19117.6,19117.6,15000,Mahadevapura,East
1,1,6.311734809152915,13,19117.6,19117.6,20000,Mahadevapura,East
2,0,7.0909098220799835,12,19117.6,0.0,10000,Ramamurthy Nagar,East
1,0,5.017279836814924,6,36703.846153846156,0.0,3500,Yeshwantpur,West
2,1,7.00397413672268,6,19117.6,19117.6,15000,Horamavu,East
2,1,6.68586094706836,8,20297.224390243904,20297.224390243904,17000,J P Nagar,South
1,1,6.478509642208569,11,20297.224390243904,20297.224390243904,10000,"Jp Nagar Phase 7, J P Nagar",South
1,2,6.398594934535208,8,20297.224390243904,40594.44878048781,15000,J P Nagar,South
2,1,7.167809184316444,8,20297.224390243904,20297.224390243904,30000,Kanakapura Road,South
2,1,7.0909098220799835,6,20297.224390243904,20297.224390243904,16500,Padmanabha Nagar,South
2,1,6.90875477931522,2,20297.224390243904,20297.224390243904,15000,"Srinagar, Banashankari",South
2,1,6.68586094706836,2,20297.224390243904,20297.224390243904,12000,"Srinagar, Banashankari",South
1,0,5.993961427306569,1,29882.352941176472,0.0,18000,indiranagar near bda complex,Central
2,1,6.803505257608338,8,29882.352941176472,29882.352941176472,14000,"Kaggadasapura, Indira nagar",Central
2,1,6.90875477931522,8,29882.352941176472,29882.352941176472,20000,"Kaggadasapura, Indira nagar",Central
2,1,7.0909098220799835,5,20297.224390243904,20297.224390243904,16500,Bannerghatta Main Road,South
3,0,7.65491704784832,1,29882.352941176472,0.0,120000,"Richmond Town, Richmond Town",Central
2,1,7.00397413672268,5,20297.224390243904,20297.224390243904,17000,Bannerghatta Main Road,South
2,1,7.074116816197362,24,20297.224390243904,20297.224390243904,13000,Electronic City,South
1,1,6.621405651764134,12,19117.6,19117.6,10000,whitefield,East
2,1,7.00397413672268,3,19117.6,19117.6,8900,Sarjapur Road,East
3,1,7.1316985104669115,2,36703.846153846156,36703.846153846156,50000,"Bhel Township- Malleshwaram, Malleshwaram",West
2,0,6.68586094706836,1,20297.224390243904,0.0,14000,"Ews Colony, BTM Layout",South
2,1,6.398594934535208,11,20297.224390243904,20297.224390243904,8000,"Electronic City Phase 2, Electronic City",South
1,2,6.398594934535208,1,19117.6,38235.2,18000,"Itpl, Whitefield",East
3,1,7.696667081526462,1,20297.224390243904,20297.224390243904,45000,"Hsr Layout Sector 6, HSR Layout",South
2,1,7.074116816197362,8,20297.224390243904,20297.224390243904,15000,Bommanahalli,South
2,1,7.0909098220799835,12,19117.6,19117.6,10000,Ramamurthy Nagar,East
2,1,6.68586094706836,1,19117.6,19117.6,12000,"Horamavu Agara, Hormavu",East
1,0,5.860786223465865,7,19117.6,0.0,8000,Banaswadi,East
2,1,6.55250788703459,11,20297.224390243904,20297.224390243904,17000,"Jp Nagar Phase 7, J P Nagar",South
1,0,5.993961427306569,2,20297.224390243904,0.0,7000,"Bikasipura, kanakapura Road",South
1,2,6.68586094706836,6,20297.224390243904,40594.44878048781,18000,Gottigere,South
3,2,6.807934943699926,1,20297.224390243904,40594.44878048781,20000,Gottigere Main Rd,South
2,1,7.00397413672268,6,20297.224390243904,20297.224390243904,16000,Padmanabha Nagar,South
2,1,7.156176637480615,6,20297.224390243904,20297.224390243904,16000,Padmanabha Nagar,South
1,1,4.976733742420574,6,20297.224390243904,20297.224390243904,5000,Padmanabha Nagar,South
1,1,6.2166061010848646,5,20297.224390243904,20297.224390243904,7000,Bilekahalli,South
2,1,6.68586094706836,5,20297.224390243904,20297.224390243904,15000,Bilekahalli,South
2,1,6.478509642208569,5,20297.224390243904,20297.224390243904,12500,Banashankari,South
2,1,6.398594934535208,2,20297.224390243904,20297.224390243904,13000,"Banashankari Stage 3, Banashankari",South
2,1,6.933423025730715,5,29882.352941176472,29882.352941176472,30000,Indira Nagar,Central
2,1,6.913737350659685,5,29882.352941176472,29882.352941176472,21000,Indira Nagar,Central
1,1,5.993961427306569,7,26074.074074074073,26074.074074074073,7000,Mathikere,North
2,2,6.985641817639208,5,26074.074074074073,52148.148148148146,18500,"Jalahalli, Jalahalli, Outer Ring Road",North
2,1,7.1316985104669115,1,26074.074074074073,26074.074074074073,20000,"Ags Layout, Hebbal",North
2,0,6.398594934535208,4,19117.6,0.0,18000,Marathahalli,East
2,2,7.0909098220799835,12,19117.6,38235.2,36000,whitefield,East
1,0,6.55250788703459,11,20297.224390243904,0.0,6500,"Electronic City Phase 2, Electronic City",South
2,1,6.803505257608338,1,20297.224390243904,20297.224390243904,12000,"Shivananda Nagar, Vijayanagar",South
3,1,7.523481312573497,1,20297.224390243904,20297.224390243904,75000,"Jaya Nagar Block 8, Jayanagar",South
2,0,6.398594934535208,24,20297.224390243904,0.0,11000,Electronic City,South
1,1,6.398594934535208,1,36703.846153846156,36703.846153846156,11000,"Maruthi Extesnion, Rajajinagar",West
2,0,6.2166061010848646,10,36703.846153846156,0.0,9300,Rajajinagar,West
2,2,7.017506142941256,2,26074.074074074073,52148.148148148146,20000,Sahakara Nagar,North
4,1,8.32020459757888,12,26074.074074074073,26074.074074074073,120000,Hebbal,North
2,1,6.2166061010848646,12,20297.224390243904,20297.224390243904,8000,Vijayanagar,South
2,0,6.85751406254539,24,20297.224390243904,0.0,14000,Electronic City,South
1,1,5.993961427306569,11,20297.224390243904,20297.224390243904,8000,"Electronic City Phase 2, Electronic City",South
2,1,6.478509642208569,8,20297.224390243904,20297.224390243904,12000,Bommanahalli,South
2,1,6.660575149839686,14,19117.6,19117.6,13000,"Murugeshpalya, Airport Road",East
2,1,7.0909098220799835,2,19117.6,19117.6,14000,"A Narayanapura, Mahadevapura",East
2,1,7.00397413672268,2,19117.6,19117.6,17000,"Malleshpalya, Kaggadasapura",East
1,0,6.2166061010848646,5,19117.6,0.0,9000,Maruthi Sevanagar,East
2,0,7.170888478512505,2,19117.6,0.0,24000,"Ombr Layout, Banaswadi",East
3,1,7.0909098220799835,7,19117.6,19117.6,24000,Banaswadi,East
2,0,7.00397413672268,5,20297.224390243904,0.0,20000,"Jp Nagar Phase 5, J P Nagar, Outer Ring Road",South
2,1,7.150701457592526,8,20297.224390243904,20297.224390243904,38000,Kanakapura Road,South
3,1,7.313886831633462,8,20297.224390243904,20297.224390243904,22000,Kanakapura Road,South
1,0,6.398594934535208,5,20297.224390243904,0.0,5500,Rayasandra,South
1,1,6.478509642208569,5,20297.224390243904,20297.224390243904,6000,Banashankari,South
1,1,5.993961427306569,5,29882.352941176472,29882.352941176472,22000,Indira Nagar,Central
3,1,7.153833801578843,7,26074.074074074073,26074.074074074073,35000,Mathikere,North
3,1,7.189922170745808,5,26074.074074074073,26074.074074074073,31000,"Jalahalli, Jalahalli, Outer Ring Road",North
2,1,6.68586094706836,3,20297.224390243904,20297.224390243904,15000,"Panduranga Nagar, bannerghatta main Road",South
2,1,6.698268054115413,12,20297.224390243904,20297.224390243904,10000,Vijayanagar,South
4,1,7.048386408721883,3,26074.074074074073,26074.074074074073,15000,Yelahanka New Town,North
1,1,6.398594934535208,10,36703.846153846156,36703.846153846156,10000,Rajajinagar,West
1,2,5.017279836814924,3,36703.846153846156,73407.69230769231,6000,Malleshwaram,West
4,0,7.550135342488429,8,20297.224390243904,0.0,30000,Bommanahalli,South
2,1,7.189922170745808,1,20297.224390243904,20297.224390243904,70000,Koramangala Block 1,South
2,1,7.00397413672268,24,20297.224390243904,20297.224390243904,20000,Electronic City,South
1,2,6.2166061010848646,12,20297.224390243904,40594.44878048781,5000,Vijayanagar,South
2,1,7.0909098220799835,7,20297.224390243904,20297.224390243904,20000,Btm Layout,South
1,1,6.311734809152915,4,26074.074074074073,26074.074074074073,11000,Hebbal Kempapura,North
1,2,6.2166061010848646,24,20297.224390243904,40594.44878048781,13000,Electronic City,South
2,1,6.398594934535208,24,20297.224390243904,20297.224390243904,11000,Electronic City,South
2,0,6.68586094706836,12,19117.6,0.0,19000,whitefield,East
1,1,6.2166061010848646,1,20297.224390243904,20297.224390243904,15000,"Hsr Layout Sector 3, HSR Layout",South
3,0,7.427144133408616,3,19117.6,0.0,43000,Sarjapur Road,East
1,1,6.133398042996649,14,19117.6,19117.6,22000,"Murugeshpalya, Airport Road",East
1,1,5.303304908059076,13,19117.6,19117.6,6500,Mahadevapura,East
2,0,6.90875477931522,12,19117.6,0.0,15000,Ramamurthy Nagar,East
1,0,5.707110264748875,1,19117.6,0.0,10000,CV Raman Nagar,East
1,1,6.2166061010848646,7,19117.6,19117.6,12000,Banaswadi,East
3,2,7.313886831633462,8,20297.224390243904,40594.44878048781,22000,J P Nagar,South
3,0,7.0909098220799835,11,20297.224390243904,0.0,27000,"Jp Nagar Phase 7, J P Nagar",South
3,1,7.38025578842646,8,20297.224390243904,20297.224390243904,52000,Kanakapura Road,South
1,2,6.55250788703459,2,20297.224390243904,40594.44878048781,9000,"Bikasipura, kanakapura Road",South
2,1,6.85751406254539,5,20297.224390243904,20297.224390243904,23500,Bilekahalli,South
3,1,7.3783837129967145,2,20297.224390243904,20297.224390243904,25000,"Vijaya Bank Colony -Bilekahalli, Bilekahalli",South
2,2,6.692083742506628,2,26074.074074074073,52148.148148148146,16000,"Mallasandra, Jalahalli West",North
1,1,6.311734809152915,7,20297.224390243904,20297.224390243904,10000,Btm Layout,South
1,0,5.993961427306569,2,19117.6,0.0,15000,"Nallurhalli, Whitefield, Borewell Road",East
3,0,7.0909098220799835,1,26074.074074074073,0.0,17000,"Maruthi Nagar-Yelahanka, Yelahanka",North
2,1,7.170888478512505,2,20297.224390243904,20297.224390243904,35000,Jayanagar,South
2,1,7.0909098220799835,3,20297.224390243904,20297.224390243904,25000,Hsr Layout,South
2,1,6.741700694652055,1,36703.846153846156,36703.846153846156,22000,Ramachandrapuram Rajajinagar,West
1,1,6.803505257608338,12,20297.224390243904,20297.224390243904,7000,Vijayanagar,South
4,1,8.648396877031582,12,19117.6,19117.6,250000,whitefield,East
1,0,6.439350371100098,1,20297.224390243904,0.0,19000,"Hsr Layout Sector 2, HSR Layout",South
1,1,6.111467339502679,24,20297.224390243904,20297.224390243904,7000,Electronic City,South
1,1,6.311734809152915,4,19117.6,19117.6,18000,Marathahalli,East
1,1,6.803505257608338,3,20297.224390243904,20297.224390243904,9000,"Btm Layout Stage 2, BTM Layout",South
3,1,7.215975002651466,12,19117.6,19117.6,21000,whitefield,East
3,1,7.01301578963963,24,20297.224390243904,20297.224390243904,17681,Electronic City,South
2,0,6.493753839851686,24,20297.224390243904,0.0,6000,Electronic City,South
1,0,5.5254529391317835,7,20297.224390243904,0.0,4000,Btm Layout,South
1,0,6.621405651764134,19,19117.6,0.0,8000,K R Puram,East
2,1,6.68586094706836,14,19117.6,19117.6,16000,"Murugeshpalya, Airport Road",East
2,0,6.68586094706836,12,19117.6,0.0,12000,Ramamurthy Nagar,East
2,1,6.398594934535208,7,26074.074074074073,26074.074074074073,9000,Mathikere,North
1,1,5.993961427306569,7,19117.6,19117.6,9000,C V Raman Nagar,East
2,1,7.170888478512505,1,20297.224390243904,20297.224390243904,14000,"Chuchangatta Colony, J P Nagar",South
2,1,6.68586094706836,8,20297.224390243904,20297.224390243904,16000,J P Nagar,South
1,1,6.398594934535208,8,20297.224390243904,20297.224390243904,11500,J P Nagar,South
3,1,7.438971592395862,8,20297.224390243904,20297.224390243904,30000,Kanakapura Road,South
3,1,7.3783837129967145,5,20297.224390243904,20297.224390243904,21000,Bilekahalli,South
2,0,6.90875477931522,5,20297.224390243904,0.0,10500,Banashankari,South
3,1,7.313886831633462,5,29882.352941176472,29882.352941176472,60000,Indira Nagar,Central
2,1,7.00397413672268,8,29882.352941176472,29882.352941176472,15000,"Kaggadasapura, Indira nagar",Central
2,0,6.2166061010848646,4,19117.6,0.0,10000,Marathahalli,East
3,1,7.427144133408616,12,26074.074074074073,26074.074074074073,62000,Hebbal,North
2,1,6.803505257608338,4,26074.074074074073,26074.074074074073,17500,Hebbal Kempapura,North
2,1,6.2166061010848646,6,20297.224390243904,20297.224390243904,8500,"Electronics City Phase 1, Electronic City",South
3,1,7.601402334583733,1,20297.224390243904,20297.224390243904,26000,"Rbi Colony-Jayanagar, Jayanagar",South
1,1,6.2166061010848646,24,20297.224390243904,20297.224390243904,8000,Electronic City,South
2,0,6.621405651764134,6,20297.224390243904,0.0,12000,"Electronics City Phase 1, Electronic City",South
2,1,6.398594934535208,7,20297.224390243904,20297.224390243904,12000,Btm Layout,South
3,1,7.478169694159785,8,26074.074074074073,26074.074074074073,32000,Yelahanka,North
2,0,6.621405651764134,9,20297.224390243904,0.0,25000,Koramangala,South
2,1,6.803505257608338,9,20297.224390243904,20297.224390243904,24000,Koramangala,South
2,0,6.90875477931522,2,19117.6,0.0,13000,Whitefield,East
1,1,6.398594934535208,2,19117.6,19117.6,13900,"Nallurhalli, Whitefield, Borewell Road",East
3,1,7.313886831633462,3,20297.224390243904,20297.224390243904,30000,"Panduranga Nagar, bannerghatta main Road",South
2,1,6.2166061010848646,9,20297.224390243904,20297.224390243904,13000,Koramangala,South
2,0,7.0909098220799835,8,26074.074074074073,0.0,25000,Yelahanka,North
2,1,6.654152520183219,14,19117.6,19117.6,12000,"Murugeshpalya, Airport Road",East
1,0,6.398594934535208,13,19117.6,0.0,8000,Mahadevapura,East
1,1,6.2166061010848646,13,19117.6,19117.6,7500,Mahadevapura,East
1,0,6.68586094706836,12,19117.6,0.0,10000,Ramamurthy Nagar,East
1,1,5.993961427306569,7,19117.6,19117.6,7500,C V Raman Nagar,East
2,0,6.55250788703459,7,19117.6,0.0,14000,C V Raman Nagar,East
3,1,7.601402334583733,6,19117.6,19117.6,25000,Horamavu,East
1,1,6.2166061010848646,5,20297.224390243904,20297.224390243904,5000,Rayasandra,South
2,0,7.155396301896734,1,20297.224390243904,0.0,15000,"Ittamadu, Banashankari, Outer Ring Road",South
1,0,6.111467339502679,7,26074.074074074073,0.0,6500,Mathikere,North
4,2,7.601402334583733,3,20297.224390243904,40594.44878048781,75000,Hsr Layout,South
2,1,6.846943139585379,1,26074.074074074073,26074.074074074073,12000,"Attur Layout, Yelahanka New Town",North
2,1,6.803505257608338,1,20297.224390243904,20297.224390243904,15000,"Venkatpura, HSR Layout",South
2,2,7.048386408721883,9,20297.224390243904,40594.44878048781,42000,Koramangala,South
1,1,6.2166061010848646,11,20297.224390243904,20297.224390243904,6000,"Electronic City Phase 2, Electronic City",South
1,1,5.993961427306569,12,19117.6,19117.6,6500,whitefield,East
4,2,8.294299608857235,9,20297.224390243904,40594.44878048781,190000,Koramangala,South
2,1,6.656726524178391,8,26074.074074074073,26074.074074074073,24000,Yelahanka,North
3,1,7.0909098220799835,24,20297.224390243904,20297.224390243904,15000,Electronic City,South
2,1,6.3473892096560105,2,20297.224390243904,20297.224390243904,12500,Btm Layout Stage 4,South
3,1,7.489970898834801,8,26074.074074074073,26074.074074074073,32000,Yelahanka,North
3,2,7.601402334583733,1,36703.846153846156,73407.69230769231,75000,Dhobi Ghat- Rajajinagar,West
3,2,7.937731775260109,10,36703.846153846156,73407.69230769231,280000,Rajajinagar,West
2,1,6.2166061010848646,1,26074.074074074073,26074.074074074073,7500,"Kammagondahalli, Jalahalli",North
3,1,7.170888478512505,5,19117.6,19117.6,30000,Maruthi Sevanagar,East
1,1,6.2166061010848646,11,20297.224390243904,20297.224390243904,9000,"Jp Nagar Phase 7, J P Nagar",South
3,1,7.266128779556451,11,20297.224390243904,20297.224390243904,24000,"Jp Nagar Phase 7, J P Nagar",South
2,1,6.90875477931522,11,20297.224390243904,20297.224390243904,15000,"Jp Nagar Phase 7, J P Nagar",South
2,1,7.048386408721883,2,20297.224390243904,20297.224390243904,17500,"Vijaya Bank Colony -Bilekahalli, Bilekahalli",South
2,1,7.00397413672268,8,29882.352941176472,29882.352941176472,17000,"Kaggadasapura, Indira nagar",Central
3,1,7.313886831633462,6,36703.846153846156,36703.846153846156,34000,Yeshwantpur,West
2,2,6.447305862541213,2,19117.6,38235.2,12000,Whitefield,East
3,1,7.160069207596127,12,26074.074074074073,26074.074074074073,48000,Hebbal,North
